State,County,Median_Household_Income_x,Poverty_Rate_x,Unemployment_Rate_x,Population_Density_x,Median_Age_x,Average_Age_x,Minority_Percentage_x,Female_Percentage_x,Median_Household_Income_y,Poverty_Rate_y,Unemployment_Rate_y,Population_Density_y,Median_Age_y,Average_Age_y,Minority_Percentage_y,Female_Percentage_y
alabama,jefferson county,64589,11.6,4.8,669744,37.8,154090.0,3.2,52.5,0.3614240068939661,0.1870967741935484,0.15434083601286172,0.06800125056316467,0.34526315789473677,0.07489054869513827,0.03463203463203463,0.7755775577557756
alabama,lamar county,47447,10.4,6.4,13809,44.5,3085.0,0.7,51.0,0.2655016311616221,0.16774193548387098,0.2057877813504823,0.0013977957554976396,0.48631578947368415,0.0014993662322311736,0.007575757575757575,0.7260726072607261
alabama,lauderdale county,59082,9.6,3.9,95037,40.7,18548.0,2.4,51.9,0.33060820225284965,0.15483870967741936,0.12540192926045016,0.009645663954506957,0.40631578947368424,0.00901466608603689,0.025974025974025972,0.7557755775577558
alabama,lawrence county,60040,9.6,2.1,33182,42.8,7222.0,1.7,50.8,0.33596893238653214,0.15483870967741936,0.06752411575562701,0.003364924708806936,0.4505263157894736,0.003510023639926592,0.018398268398268396,0.7194719471947194
alabama,lee county,61123,9.6,3.7,177663,33.6,37567.0,2.2,50.6,0.3420291314833778,0.15483870967741936,0.1189710610932476,0.018035484679027367,0.2568421052631579,0.018258246757286385,0.02380952380952381,0.712871287128713
alabama,limestone county,83534,6.5,3.7,107577,40.5,23953.0,4.6,49.9,0.4674355229509756,0.10483870967741936,0.1189710610932476,0.010918972015958388,0.4021052631578947,0.011641594606364117,0.04978354978354978,0.6897689768976898
alabama,lowndes county,35160,22.3,7.2,10008,42.7,2199.0,0.1,52.0,0.19674662995853548,0.3596774193548387,0.2315112540192926,0.0010118432880672657,0.44842105263157894,0.001068754082553112,0.0010822510822510823,0.7590759075907592
alabama,macon county,45951,17.3,10.7,18951,37.8,2944.0,1.1,54.0,0.2571303866104853,0.27903225806451615,0.34405144694533757,0.0019199129845234178,0.34526315789473677,0.0014308376621356808,0.011904761904761906,0.8250825082508252
alabama,madison county,83528,7.4,3.8,397135,38.2,86354.0,3.4,50.8,0.4674019484407438,0.11935483870967742,0.12218649517684886,0.04032060962821943,0.3536842105263158,0.04196961802855454,0.03679653679653679,0.7194719471947194
alabama,marengo county,44205,14.1,2.4,19027,41.1,4286.0,1.8,52.6,0.2473602041330222,0.22741935483870968,0.07717041800643086,0.0019276300030776688,0.4147368421052632,0.0020830741236119318,0.01948051948051948,0.778877887788779
alabama,marion county,50714,11.7,6.2,29190,43.8,6175.0,2.5,50.6,0.28378295198285464,0.18870967741935482,0.19935691318327975,0.002959578155273115,0.47157894736842093,0.0030011625556004853,0.027056277056277056,0.712871287128713
alabama,marshall county,60946,12.4,3.7,98712,38.6,25531.0,9.2,50.3,0.34103868343153876,0.2,0.1189710610932476,0.010018822417492126,0.36210526315789476,0.012408531369560483,0.09956709956709955,0.7029702970297029
alabama,mobile county,58119,11.9,5.3,413162,38.4,96676.0,1.3,52.1,0.3252194933606406,0.19193548387096776,0.17041800643086816,0.04194798668570604,0.3578947368421052,0.04698629817412672,0.014069264069264068,0.7623762376237625
alabama,monroe county,40225,17.1,11.9,19580,43.9,4154.0,0.1,51.7,0.22508911234590698,0.27580645161290324,0.38263665594855306,0.0019837814670316273,0.4736842105263157,0.0020189197175650877,0.0010822510822510823,0.7491749174917494
alabama,montgomery county,58153,16.0,6.0,227197,36.9,54708.0,2.5,52.9,0.32540974891862096,0.25806451612903225,0.19292604501607716,0.023065153061478338,0.32631578947368417,0.02658908519705123,0.027056277056277056,0.7887788778877888
alabama,morgan county,64858,10.1,4.0,123742,40.3,28884.0,6.8,50.7,0.3629292641026932,0.1629032258064516,0.12861736334405144,0.012560361554504032,0.3978947368421052,0.014038150486795856,0.07359307359307359,0.7161716171617163
alabama,perry county,34368,24.2,15.8,8231,42.5,1753.0,0.1,54.2,0.19231479460793366,0.3903225806451613,0.5080385852090032,0.0008314072095027366,0.44421052631578944,0.0008519899530311985,0.0010822510822510823,0.8316831683168319
alabama,pickens county,47014,15.8,6.5,18843,42.5,3639.0,2.4,51.6,0.2630786706732249,0.25483870967741934,0.2090032154340836,0.0019089466949989556,0.44421052631578944,0.001768620330336869,0.025974025974025972,0.745874587458746
alabama,pike county,47961,11.8,3.9,32953,31.7,6297.0,1.7,52.3,0.26837784753814903,0.1903225806451613,0.12540192926045016,0.0033416721134263633,0.21684210526315786,0.0030604567793710534,0.018398268398268396,0.768976897689769
alabama,randolph county,51551,14.9,2.8,22310,44.0,4674.0,2.2,51.0,0.28846659616019515,0.2403225806451613,0.090032154340836,0.0022609848966777526,0.4757894736842105,0.0022716491959314444,0.02380952380952381,0.7260726072607261
alabama,russell county,50046,18.0,6.6,58858,37.2,14306.0,1.4,52.4,0.2800449898437107,0.2903225806451613,0.21221864951768488,0.005972058503529978,0.33263157894736844,0.006952976764440574,0.01515151515151515,0.7722772277227723
alabama,st. clair county,78993,7.6,4.5,92903,41.0,20815.0,1.5,50.5,0.4420252144571841,0.12258064516129032,0.14469453376205788,0.009428978196681011,0.4126315789473684,0.01011646940806868,0.016233766233766232,0.7095709570957096
alabama,shelby county,93543,4.5,2.9,226955,40.0,52225.0,4.2,51.3,0.5234434017693766,0.07258064516129033,0.0932475884244373,0.023040580449766118,0.391578947368421,0.025382301937851875,0.045454545454545456,0.735973597359736
alabama,sumter county,37981,19.7,8.6,12020,34.9,2311.0,0.2,55.4,0.21253224551920183,0.317741935483871,0.27652733118971057,0.0012161412003192816,0.2842105263157894,0.0011231881240474043,0.0021645021645021645,0.8712871287128713
alabama,talladega county,56249,16.1,8.1,81170,42.2,16883.0,1.3,51.4,0.31475543767171965,0.25967741935483873,0.26045016077170413,0.00823761268750959,0.4378947368421053,0.008205445737036922,0.014069264069264068,0.7392739273927393
alabama,tallapoosa county,57185,12.9,7.5,41070,45.4,8383.0,1.9,51.4,0.3199930612678854,0.20806451612903226,0.24115755627009644,0.0041658700029639445,0.5052631578947367,0.004074290802202246,0.02056277056277056,0.7392739273927393
alabama,tuscaloosa county,63947,11.5,5.4,234036,33.0,48419.0,2.9,51.7,0.3578315342991601,0.18548387096774194,0.17363344051446947,0.02375958319164312,0.24421052631578946,0.023532516563501197,0.031385281385281384,0.7491749174917494
alabama,walker county,54509,13.2,4.4,64886,41.3,14717.0,2.1,50.9,0.30501882970448835,0.2129032258064516,0.1414790996784566,0.006584139922543472,0.4189473684210525,0.007152730255995521,0.022727272727272728,0.7227722772277227
alabama,washington county,60503,16.0,6.2,15270,44.1,3160.0,1.7,50.2,0.3385597654260885,0.25806451612903225,0.19935691318327975,0.001546145283231335,0.47789473684210526,0.0015358175993032443,0.018398268398268396,0.6996699669966998
alabama,wilcox county,42236,22.3,12.1,10347,42.0,2329.0,0.0,52.1,0.23634216902527602,0.3596774193548387,0.3890675241157556,0.0010462652524079383,0.4336842105263157,0.0011319364521447013,0.0,0.7623762376237625
alabama,winston county,48032,13.7,4.2,23637,45.3,4815.0,1.4,50.1,0.26877514590922574,0.22096774193548385,0.13504823151125403,0.0023957281022236893,0.503157894736842,0.002340177766026937,0.01515151515151515,0.6963696369636965
alaska,aleutians east borough,72692,14.8,3.8,3423,41.8,410.0,7.7,38.2,0.4067663829620552,0.23870967741935484,0.12218649517684886,0.00034320424622853566,0.42947368421052623,0.00019926747332731966,0.08333333333333333,0.30363036303630375
alaska,aleutians west census area,107344,3.5,4.1,5178,39.1,683.0,11.1,30.6,0.6006703710542955,0.056451612903225805,0.13183279742765272,0.0005214064510010445,0.3726315789473684,0.00033195044946965693,0.12012987012987011,0.052805280528052854
alaska,anchorage municipality,98152,5.8,4.6,289069,34.9,68654.0,4.2,48.9,0.5492342213791289,0.0935483870967742,0.14790996784565916,0.029347618482381287,0.2842105263157894,0.03336709539954587,0.045454545454545456,0.6567656765676568
alaska,bethel census area,70616,21.3,14.1,18487,28.7,6440.0,0.8,46.5,0.39514960242184133,0.3435483870967742,0.4533762057877813,0.0018727985554553583,0.15368421052631578,0.0031299573859218015,0.008658008658008658,0.5775577557755777
alaska,bristol bay borough,100625,1.7,4.0,878,39.3,146.0,2.8,39.0,0.5630725153463491,0.027419354838709678,0.12861736334405144,8.478566437894298e-05,0.3768421052631578,7.09586612336309e-05,0.0303030303030303,0.3300330033003301
alaska,chugach census area,88565,3.5,8.7,6964,38.4,1528.0,4.8,46.5,0.49558774978036674,0.056451612903225805,0.2797427652733119,0.0007027563870259453,0.3578947368421052,0.0007426358518149864,0.051948051948051945,0.5775577557755777
alaska,copper river census area,75053,5.7,7.6,2626,45.5,685.0,3.0,49.4,0.4199779527382811,0.09193548387096774,0.24437299035369772,0.0002622770911267182,0.5073684210526316,0.0003329224859249121,0.032467532467532464,0.6732673267326733
alaska,denali borough,88935,3.9,1.2,2029,44.1,268.0,2.0,36.8,0.4976581779113297,0.06290322580645161,0.03858520900321543,0.00020165787958871946,0.47789473684210526,0.0001302528850041992,0.021645021645021644,0.2574257425742574
alaska,dillingham census area,74250,16.6,10.8,4780,30.9,1475.0,2.4,48.4,0.41548456411892093,0.267741935483871,0.34726688102893893,0.0004809936433090454,0.19999999999999998,0.0007168768857507232,0.025974025974025972,0.6402640264026402
alaska,fairbanks north star borough,84722,2.8,4.9,95555,32.4,22878.0,4.9,45.7,0.4740832759768783,0.04516129032258064,0.15755627009646303,0.009698261528337247,0.23157894736842102,0.011119125011664437,0.05303030303030303,0.5511551155115513
alaska,haines borough,72607,1.8,4.7,2077,52.4,456.0,2.3,49.4,0.40629074406710425,0.02903225806451613,0.15112540192926044,0.00020653178604403594,0.6526315789473683,0.0002216243117981897,0.02489177489177489,0.6732673267326733
alaska,hoonah-angoon census area,62500,6.6,16.9,2313,51.4,352.0,7.0,42.9,0.34973448158158327,0.1064516129032258,0.5434083601286173,0.000230495159449342,0.6315789473684209,0.00017107841612491834,0.07575757575757576,0.45874587458745875
alaska,juneau city and borough,100513,4.9,4.0,31969,39.8,6497.0,3.5,48.9,0.5624457911553549,0.07903225806451614,0.12861736334405144,0.0032417570310923753,0.3873684210526315,0.0031576604248965755,0.03787878787878788,0.6567656765676568
alaska,kenai peninsula borough,77722,7.0,6.9,59843,41.5,13289.0,2.3,47.8,0.43491301403974103,0.11290322580645161,0.22186495176848875,0.006072075125581784,0.42315789473684207,0.006458696226943296,0.02489177489177489,0.6204620462046204
alaska,ketchikan gateway borough,89155,5.9,3.5,13870,40.8,2880.0,2.9,47.9,0.49888924328649686,0.09516129032258065,0.11254019292604502,0.0014039896782846043,0.40842105263157885,0.0013997324955675138,0.031385281385281384,0.6237623762376238
alaska,kodiak island borough,83716,6.5,4.8,12878,35.4,3072.0,4.0,45.8,0.4684539497613412,0.10483870967741936,0.15434083601286172,0.0013032622782080637,0.29473684210526313,0.0014930479952720147,0.04329004329004329,0.5544554455445544
alaska,kusilvak census area,48233,30.5,18.1,8277,23.6,3459.0,1.6,46.5,0.2698998920019921,0.49193548387096775,0.5819935691318329,0.000836078036522415,0.04631578947368426,0.0016811370493638993,0.017316017316017316,0.5775577557755777
alaska,lake and peninsula borough,64000,14.6,9.5,1007,33.4,275.0,0.9,45.9,0.35812810913954124,0.23548387096774193,0.3054662379421222,9.788428797760602e-05,0.2526315789473684,0.00013365501259759245,0.00974025974025974,0.5577557755775577
alaska,matanuska-susitna borough,90625,7.4,6.0,110677,36.6,28719.0,2.6,47.7,0.5071149982932958,0.11935483870967742,0.19292604501607716,0.011233745141197578,0.32,0.013957957479237301,0.028138528138528136,0.6171617161716173
alaska,nome census area,76643,18.6,15.8,9925,29.4,3369.0,1.4,47.7,0.42887519794971657,0.30000000000000004,0.5080385852090032,0.0010034154914882808,0.16842105263157892,0.0016373954088774146,0.01515151515151515,0.6171617161716173
alaska,north slope borough,86313,11.4,6.6,10891,35.2,2714.0,2.3,39.0,0.48298611694001914,0.18387096774193548,0.21221864951768488,0.001101502858901525,0.29052631578947374,0.0013190534697813307,0.02489177489177489,0.3300330033003301
alaska,northwest arctic borough,81298,16.0,16.3,7611,28.3,2861.0,1.5,47.2,0.45492342213791287,0.25806451612903225,0.5241157556270096,0.0007684525844548987,0.14526315789473687,0.0013904981492425892,0.016233766233766232,0.6006600660066008
alaska,petersburg borough,77026,4.3,4.2,3394,45.7,652.0,5.7,50.0,0.4310183708528485,0.06935483870967742,0.13504823151125403,0.00034025959441178193,0.511578947368421,0.00031688388441320105,0.06168831168831169,0.6930693069306931
alaska,prince of wales-hyder census area,59079,12.1,8.1,5730,43.7,1225.0,1.9,44.7,0.3305914149977337,0.19516129032258064,0.26045016077170413,0.000577456375237184,0.4694736842105263,0.0005953723288438209,0.02056277056277056,0.5181518151815183
alaska,sitka city and borough,101207,7.0,7.1,8393,39.6,1647.0,4.3,48.0,0.5663292428388368,0.11290322580645161,0.22829581993569129,0.0008478566437894298,0.3831578947368421,0.0008004720209026719,0.04653679653679653,0.6270627062706271
alaska,skagway municipality,78594,4.6,9.5,1308,42.5,177.0,1.4,59.3,0.4397925095267673,0.07419354838709677,0.3054662379421222,0.00012844774304115314,0.44421052631578944,8.602522629008678e-05,0.01515151515151515,1.0
alaska,southeast fairbanks census area,74223,11.0,6.9,6936,37.9,1751.0,1.5,42.7,0.4153334788228777,0.1774193548387097,0.22186495176848875,0.0006999132749270107,0.34736842105263155,0.0008510179165759433,0.016233766233766232,0.4521452145214523
alaska,wrangell city and borough,64545,8.4,3.5,2106,44.3,433.0,1.7,48.6,0.36117779381893267,0.13548387096774195,0.11254019292604502,0.00020947643786078964,0.48210526315789465,0.00021044589256275469,0.018398268398268396,0.6468646864686469
alaska,yakutat city and borough,80625,2.2,1.4,506,53.2,66.0,3.6,34.2,0.4511574812402424,0.035483870967741936,0.045016077170418,4.701288935024024e-05,0.6694736842105263,3.207720302342219e-05,0.03896103896103896,0.17161716171617172
alaska,yukon-koyukuk census area,52642,15.4,6.5,5271,37.3,1397.0,0.8,46.7,0.2945715612706833,0.24838709677419354,0.2090032154340836,0.0005308496447582202,0.33473684210526305,0.0006789674639957697,0.008658008658008658,0.5841584158415843
arizona,apache county,40338,25.1,10.0,65680,36.2,17274.0,4.9,50.4,0.2257214322886065,0.40483870967741936,0.3215434083601286,0.0066647624584918325,0.3115789473684211,0.008395478864039317,0.05303030303030303,0.7062706270627063
arizona,cochise county,58970,11.1,7.3,125458,42.9,26214.0,30.1,49.0,0.32998147806185546,0.17903225806451611,0.23472668810289388,0.012734603710281596,0.45263157894736833,0.01274048181903014,0.32575757575757575,0.6600660066006602
arizona,coconino county,69748,10.6,6.6,144643,32.4,28707.0,10.7,50.6,0.3902924899416363,0.17096774193548386,0.21221864951768488,0.014682643196640904,0.23157894736842102,0.01395212526050577,0.11580086580086578,0.712871287128713
arizona,gila county,59089,10.9,7.4,53610,51.4,10195.0,14.7,50.0,0.33064737251478676,0.17580645161290323,0.2379421221864952,0.005439178064415375,0.6315789473684209,0.004954955830663473,0.15909090909090906,0.6930693069306931
arizona,graham county,67326,14.7,6.3,38860,34.4,10312.0,27.3,46.7,0.3767395793113868,0.23709677419354838,0.202572347266881,0.003941467226583748,0.27368421052631575,0.005011819963295904,0.29545454545454547,0.5841584158415843
arizona,greenlee county,75239,8.3,3.5,9452,36.1,2565.0,43.2,47.7,0.4210187625554679,0.1338709677419355,0.11254019292604502,0.0009553872049598497,0.30947368421052635,0.001246636753864817,0.4675324675324675,0.6171617161716173
arizona,la paz county,49506,15.2,10.8,16605,59.7,2605.0,23.4,48.3,0.27702328392284575,0.24516129032258063,0.34726688102893893,0.0016817008065198246,0.8063157894736842,0.0012660774829699212,0.2532467532467532,0.6369636963696369
arizona,maricopa county,85518,7.8,4.6,4491987,37.5,1025680.0,26.2,50.3,0.47853749433430137,0.12580645161290321,0.14790996784565916,0.45611072621916965,0.3389473684210526,0.49849917571308594,0.28354978354978355,0.7029702970297029
arizona,mohave county,55799,11.4,6.9,217420,53.2,35542.0,13.0,49.4,0.31223734940433223,0.18387096774193548,0.22186495176848875,0.022072399240361064,0.6694736842105263,0.017274059846340478,0.14069264069264067,0.6732673267326733
arizona,navajo county,52752,19.4,8.8,107744,39.4,27587.0,8.3,49.8,0.29518709395826687,0.3129032258064516,0.2829581993569132,0.010935929148834176,0.3789473684210526,0.013407784845562848,0.08982683982683982,0.6864686468646864
arizona,pima county,67929,9.8,5.7,1049947,39.7,208584.0,32.1,50.6,0.38011381758968593,0.15806451612903227,0.1832797427652733,0.10660695589713742,0.38526315789473686,0.10137562599147719,0.3474025974025974,0.712871287128713
arizona,pinal county,77588,7.8,5.8,449219,40.3,97593.0,25.6,48.0,0.4341631833112301,0.12580645161290321,0.1864951768488746,0.04560920429110909,0.3978947368421052,0.04743197688886124,0.27705627705627706,0.6270627062706271
arizona,santa cruz county,53614,16.5,10.5,48209,37.9,12588.0,80.4,51.7,0.30001063192824007,0.2661290322580645,0.337620578778135,0.004890762048474452,0.34736842105263155,0.006117997449376342,0.8701298701298701,0.7491749174917494
arizona,yavapai county,66106,7.8,4.2,241656,55.0,37723.0,12.5,50.7,0.3699127622309143,0.12580645161290321,0.13504823151125403,0.02453331584142461,0.7073684210526315,0.01833406560079629,0.13528138528138528,0.7161716171617163
arizona,yuma county,60417,13.8,8.1,207685,35.8,51611.0,61.6,48.4,0.33807853077943223,0.22258064516129034,0.26045016077170413,0.021083910087392188,0.303157894736842,0.025083886746088524,0.6666666666666666,0.6402640264026402
arkansas,arkansas county,60831,8.7,6.8,16773,41.0,3890.0,2.5,51.1,0.3403951719854287,0.1403225806451613,0.21864951768488744,0.0016987594791134323,0.4126315789473684,0.0018906109054713988,0.027056277056277056,0.7293729372937295
arkansas,ashley county,44481,17.0,6.1,18722,42.7,4243.0,4.6,52.7,0.24890463160368648,0.27419354838709675,0.19614147909967844,0.0018966603891428454,0.44842105263157894,0.002062175339823945,0.04978354978354978,0.7821782178217823
arkansas,baxter county,48427,9.0,5.6,42150,51.9,7480.0,1.6,51.3,0.27098546783282135,0.14516129032258066,0.180064308681672,0.004275532898208565,0.6421052631578946,0.003635416342654515,0.017316017316017316,0.735973597359736
arkansas,benton county,89879,5.7,3.1,294541,35.8,75790.0,11.9,49.8,0.5029405675211379,0.09193548387096774,0.09967845659163987,0.029903243818287364,0.303157894736842,0.036835321471896484,0.12878787878787878,0.6864686468646864
arkansas,boone county,54195,8.6,3.9,37896,41.3,8626.0,1.8,50.9,0.30326176366902247,0.13870967741935483,0.12540192926045016,0.003843582938606142,0.4189473684210525,0.0041923932315157545,0.01948051948051948,0.7227722772277227
arkansas,bradley county,39565,18.5,4.4,10354,38.5,2565.0,15.6,52.3,0.22139591622040547,0.29838709677419356,0.1414790996784566,0.0010469760304326718,0.36,0.001246636753864817,0.1688311688311688,0.768976897689769
arkansas,calhoun county,63654,9.9,7.2,4717,44.8,863.0,11.3,48.9,0.3561919790495056,0.15967741935483873,0.2315112540192926,0.0004745966410864425,0.4926315789473683,0.0004194337304426265,0.12229437229437229,0.6567656765676568
arkansas,carroll county,55187,11.5,3.9,28526,44.7,6290.0,11.3,49.4,0.30881274936068537,0.18548387096774194,0.12540192926045016,0.002892155782641237,0.4905263157894737,0.00305705465177766,0.12229437229437229,0.6732673267326733
