Name,Median_Household_Income,Poverty_Rate,Unemployment_Rate,Population_Density,Median_Age,Average_Age,Minority_Percentage,Female_Percentage
"Choctaw County, Alabama",0.2489158231070971,0.2661290322580645,0.17684887459807072,0.0012674187578179236,0.5389473684210526,0.0012111574232480016,0.0,0.7953795379537955
"Clarke County, Alabama",0.27512632409474724,0.21129032258064515,0.42443729903536975,0.0023109424378447464,0.44421052631578944,0.0024057902267566643,0.006493506493506493,0.7821782178217823
"Clay County, Alabama",0.2901509174234921,0.2161290322580645,0.11254019292604502,0.001436279308551076,0.47157894736842093,0.0014250054434041494,0.025974025974025972,0.7524752475247525
"Cleburne County, Alabama",0.29835988517517503,0.10967741935483871,0.04823151125401929,0.0015445206477462294,0.4399999999999999,0.0016169826433170549,0.016233766233766232,0.6864686468646864
"Coffee County, Alabama",0.3618884542855064,0.2241935483870968,0.13826366559485528,0.005502234229181033,0.36631578947368415,0.0063401077794021585,0.050865800865800864,0.7029702970297029
"Colbert County, Alabama",0.3174805687522033,0.2129032258064516,0.10610932475884244,0.005849195444968875,0.4399999999999999,0.005983370400323494,0.027056277056277056,0.7524752475247525
"Conecuh County, Alabama",0.23651004157643518,0.27903225806451615,0.26688102893890675,0.0011543035121674536,0.5242105263157893,0.0011202720146816386,0.0021645021645021645,0.811881188118812
"Coosa County, Alabama",0.31931037955983815,0.12903225806451613,0.16398713826366557,0.00104382829918028,0.6084210526315789,0.0008466437525272948,0.0032467532467532465,0.6534653465346534
"Covington County, Alabama",0.28474542127616714,0.23709677419354838,0.14790996784565916,0.0038182995488691878,0.4505263157894736,0.004043185635634079,0.010822510822510822,0.7491749174917494
"Crenshaw County, Alabama",0.2744156636281735,0.14677419354838708,0.15755627009646303,0.0013302718431479424,0.44210526315789467,0.0014658309745248686,0.016233766233766232,0.745874587458746
"Cullman County, Alabama",0.3408708108803796,0.15967741935483873,0.13504823151125403,0.00907968156738333,0.4147368421052632,0.009784518958599024,0.0422077922077922,0.7095709570957096
"Dale County, Alabama",0.3019187832597492,0.2403225806451613,0.21864951768488744,0.005023474459664007,0.34947368421052627,0.0055979579458147995,0.04437229437229437,0.7161716171617163
"Dallas County, Alabama",0.20597962027228928,0.3870967741935484,0.3504823151125402,0.0038070286401912685,0.3978947368421052,0.00434791906435659,0.005411255411255411,0.811881188118812
"DeKalb County, Alabama",0.28621710397466243,0.23548387096774193,0.13504823151125403,0.007301010330346272,0.3831578947368421,0.008477129926280755,0.09415584415584415,0.6930693069306931
"Elmore County, Alabama",0.42277582859093377,0.14516129032258066,0.12540192926045016,0.008999059031434971,0.36842105263157887,0.00935828097296961,0.02380952380952381,0.735973597359736
"Escambia County, Alabama",0.2487143760457061,0.27580645161290324,0.292604501607717,0.0037216337375054107,0.4021052631578947,0.004059710255373418,0.014069264069264068,0.6930693069306931
"Etowah County, Alabama",0.296966543000554,0.1935483870967742,0.202572347266881,0.010475344988806768,0.42947368421052623,0.010929091884662042,0.027056277056277056,0.745874587458746
"Fayette County, Alabama",0.2838892712652554,0.21129032258064515,0.3054662379421222,0.0016378356484219763,0.4505263157894736,0.001677734921770506,0.011904761904761906,0.7392739273927393
"Franklin County, Alabama",0.28814204256128745,0.21935483870967742,0.1157556270096463,0.0032426708885527475,0.36210526315789476,0.003900296276711562,0.10606060606060606,0.7161716171617163
"Geneva County, Alabama",0.28510914513701197,0.22741935483870968,0.15755627009646303,0.0027093842905668688,0.4757894736842105,0.002872367725279169,0.04329004329004329,0.7260726072607261
"Greene County, Alabama",0.17623819995859144,0.45806451612903226,0.10610932475884244,0.0007662187106628787,0.4842105263157894,0.0007883215652119817,0.007575757575757575,0.7557755775577558
"Hale County, Alabama",0.23124443922174284,0.25806451612903225,0.18971061093247588,0.0014932430902475874,0.4126315789473684,0.0017083540701110455,0.007575757575757575,0.7656765676567658
"Henry County, Alabama",0.33650052879853615,0.18225806451612905,0.10610932475884244,0.0017675018680769585,0.49684210526315786,0.001735085072630564,0.014069264069264068,0.7326732673267329
"Houston County, Alabama",0.3219291913579211,0.22258064516129034,0.14790996784565916,0.010924150541567161,0.3978947368421052,0.012059084263896232,0.027056277056277056,0.7590759075907592
"Jackson County, Alabama",0.2767323048341699,0.20161290322580644,0.17363344051446947,0.005360890941976854,0.46315789473684205,0.005337938194034029,0.01948051948051948,0.7095709570957096
"Jefferson County, Alabama",0.3614240068939661,0.1870967741935484,0.15434083601286172,0.06800125056316467,0.34526315789473677,0.07489054869513827,0.03463203463203463,0.7755775577557756
"Lamar County, Alabama",0.2655016311616221,0.16774193548387098,0.2057877813504823,0.0013977957554976396,0.48631578947368415,0.0014993662322311736,0.007575757575757575,0.7260726072607261
"Lauderdale County, Alabama",0.33060820225284965,0.15483870967741936,0.12540192926045016,0.009645663954506957,0.40631578947368424,0.00901466608603689,0.025974025974025972,0.7557755775577558
"Lawrence County, Alabama",0.33596893238653214,0.15483870967741936,0.06752411575562701,0.003364924708806936,0.4505263157894736,0.003510023639926592,0.018398268398268396,0.7194719471947194
"Lee County, Alabama",0.3420291314833778,0.15483870967741936,0.1189710610932476,0.018035484679027367,0.2568421052631579,0.018258246757286385,0.02380952380952381,0.712871287128713
"Limestone County, Alabama",0.4674355229509756,0.10483870967741936,0.1189710610932476,0.010918972015958388,0.4021052631578947,0.011641594606364117,0.04978354978354978,0.6897689768976898
"Lowndes County, Alabama",0.19674662995853548,0.3596774193548387,0.2315112540192926,0.0010118432880672657,0.44842105263157894,0.001068754082553112,0.0010822510822510823,0.7590759075907592
"Macon County, Alabama",0.2571303866104853,0.27903225806451615,0.34405144694533757,0.0019199129845234178,0.34526315789473677,0.0014308376621356808,0.011904761904761906,0.8250825082508252
"Madison County, Alabama",0.4674019484407438,0.11935483870967742,0.12218649517684886,0.04032060962821943,0.3536842105263158,0.04196961802855454,0.03679653679653679,0.7194719471947194
"Marengo County, Alabama",0.2473602041330222,0.22741935483870968,0.07717041800643086,0.0019276300030776688,0.4147368421052632,0.0020830741236119318,0.01948051948051948,0.778877887788779
"Marion County, Alabama",0.28378295198285464,0.18870967741935482,0.19935691318327975,0.002959578155273115,0.47157894736842093,0.0030011625556004853,0.027056277056277056,0.712871287128713
"Marshall County, Alabama",0.34103868343153876,0.2,0.1189710610932476,0.010018822417492126,0.36210526315789476,0.012408531369560483,0.09956709956709955,0.7029702970297029
"Mobile County, Alabama",0.3252194933606406,0.19193548387096776,0.17041800643086816,0.04194798668570604,0.3578947368421052,0.04698629817412672,0.014069264069264068,0.7623762376237625
"Monroe County, Alabama",0.22508911234590698,0.27580645161290324,0.38263665594855306,0.0019837814670316273,0.4736842105263157,0.0020189197175650877,0.0010822510822510823,0.7491749174917494
"Montgomery County, Alabama",0.32540974891862096,0.25806451612903225,0.19292604501607716,0.023065153061478338,0.32631578947368417,0.02658908519705123,0.027056277056277056,0.7887788778877888
"Morgan County, Alabama",0.3629292641026932,0.1629032258064516,0.12861736334405144,0.012560361554504032,0.3978947368421052,0.014038150486795856,0.07359307359307359,0.7161716171617163
"Perry County, Alabama",0.19231479460793366,0.3903225806451613,0.5080385852090032,0.0008314072095027366,0.44421052631578944,0.0008519899530311985,0.0010822510822510823,0.8316831683168319
"Pickens County, Alabama",0.2630786706732249,0.25483870967741934,0.2090032154340836,0.0019089466949989556,0.44421052631578944,0.001768620330336869,0.025974025974025972,0.745874587458746
"Pike County, Alabama",0.26837784753814903,0.1903225806451613,0.12540192926045016,0.0033416721134263633,0.21684210526315786,0.0030604567793710534,0.018398268398268396,0.768976897689769
"Randolph County, Alabama",0.28846659616019515,0.2403225806451613,0.090032154340836,0.0022609848966777526,0.4757894736842105,0.0022716491959314444,0.02380952380952381,0.7260726072607261
"Russell County, Alabama",0.2800449898437107,0.2903225806451613,0.21221864951768488,0.005972058503529978,0.33263157894736844,0.006952976764440574,0.01515151515151515,0.7722772277227723
"St. Clair County, Alabama",0.4420252144571841,0.12258064516129032,0.14469453376205788,0.009428978196681011,0.4126315789473684,0.01011646940806868,0.016233766233766232,0.7095709570957096
"Shelby County, Alabama",0.5234434017693766,0.07258064516129033,0.0932475884244373,0.023040580449766118,0.391578947368421,0.025382301937851875,0.045454545454545456,0.735973597359736
"Sumter County, Alabama",0.21253224551920183,0.317741935483871,0.27652733118971057,0.0012161412003192816,0.2842105263157894,0.0011231881240474043,0.0021645021645021645,0.8712871287128713
"Talladega County, Alabama",0.31475543767171965,0.25967741935483873,0.26045016077170413,0.00823761268750959,0.4378947368421053,0.008205445737036922,0.014069264069264068,0.7392739273927393
"Tallapoosa County, Alabama",0.3199930612678854,0.20806451612903226,0.24115755627009644,0.0041658700029639445,0.5052631578947367,0.004074290802202246,0.02056277056277056,0.7392739273927393
"Tuscaloosa County, Alabama",0.3578315342991601,0.18548387096774194,0.17363344051446947,0.02375958319164312,0.24421052631578946,0.023532516563501197,0.031385281385281384,0.7491749174917494
"Walker County, Alabama",0.30501882970448835,0.2129032258064516,0.1414790996784566,0.006584139922543472,0.4189473684210525,0.007152730255995521,0.022727272727272728,0.7227722772277227
"Washington County, Alabama",0.3385597654260885,0.25806451612903225,0.19935691318327975,0.001546145283231335,0.47789473684210526,0.0015358175993032443,0.018398268398268396,0.6996699669966998
"Wilcox County, Alabama",0.23634216902527602,0.3596774193548387,0.3890675241157556,0.0010462652524079383,0.4336842105263157,0.0011319364521447013,0.0,0.7623762376237625
"Winston County, Alabama",0.26877514590922574,0.22096774193548385,0.13504823151125403,0.0023957281022236893,0.503157894736842,0.002340177766026937,0.01515151515151515,0.6963696369636965
"Aleutians East Borough, Alaska",0.4067663829620552,0.23870967741935484,0.12218649517684886,0.00034320424622853566,0.42947368421052623,0.00019926747332731966,0.08333333333333333,0.30363036303630375
"Aleutians West Census Area, Alaska",0.6006703710542955,0.056451612903225805,0.13183279742765272,0.0005214064510010445,0.3726315789473684,0.00033195044946965693,0.12012987012987011,0.052805280528052854
"Anchorage Municipality, Alaska",0.5492342213791289,0.0935483870967742,0.14790996784565916,0.029347618482381287,0.2842105263157894,0.03336709539954587,0.045454545454545456,0.6567656765676568
"Bethel Census Area, Alaska",0.39514960242184133,0.3435483870967742,0.4533762057877813,0.0018727985554553583,0.15368421052631578,0.0031299573859218015,0.008658008658008658,0.5775577557755777
"Bristol Bay Borough, Alaska",0.5630725153463491,0.027419354838709678,0.12861736334405144,8.478566437894298e-05,0.3768421052631578,7.09586612336309e-05,0.0303030303030303,0.3300330033003301
"Chugach Census Area, Alaska",0.49558774978036674,0.056451612903225805,0.2797427652733119,0.0007027563870259453,0.3578947368421052,0.0007426358518149864,0.051948051948051945,0.5775577557755777
"Copper River Census Area, Alaska",0.4199779527382811,0.09193548387096774,0.24437299035369772,0.0002622770911267182,0.5073684210526316,0.0003329224859249121,0.032467532467532464,0.6732673267326733
"Denali Borough, Alaska",0.4976581779113297,0.06290322580645161,0.03858520900321543,0.00020165787958871946,0.47789473684210526,0.0001302528850041992,0.021645021645021644,0.2574257425742574
"Dillingham Census Area, Alaska",0.41548456411892093,0.267741935483871,0.34726688102893893,0.0004809936433090454,0.19999999999999998,0.0007168768857507232,0.025974025974025972,0.6402640264026402
"Fairbanks North Star Borough, Alaska",0.4740832759768783,0.04516129032258064,0.15755627009646303,0.009698261528337247,0.23157894736842102,0.011119125011664437,0.05303030303030303,0.5511551155115513
"Haines Borough, Alaska",0.40629074406710425,0.02903225806451613,0.15112540192926044,0.00020653178604403594,0.6526315789473683,0.0002216243117981897,0.02489177489177489,0.6732673267326733
"Hoonah-Angoon Census Area, Alaska",0.34973448158158327,0.1064516129032258,0.5434083601286173,0.000230495159449342,0.6315789473684209,0.00017107841612491834,0.07575757575757576,0.45874587458745875
"Juneau City and Borough, Alaska",0.5624457911553549,0.07903225806451614,0.12861736334405144,0.0032417570310923753,0.3873684210526315,0.0031576604248965755,0.03787878787878788,0.6567656765676568
"Kenai Peninsula Borough, Alaska",0.43491301403974103,0.11290322580645161,0.22186495176848875,0.006072075125581784,0.42315789473684207,0.006458696226943296,0.02489177489177489,0.6204620462046204
"Ketchikan Gateway Borough, Alaska",0.49888924328649686,0.09516129032258065,0.11254019292604502,0.0014039896782846043,0.40842105263157885,0.0013997324955675138,0.031385281385281384,0.6237623762376238
"Kodiak Island Borough, Alaska",0.4684539497613412,0.10483870967741936,0.15434083601286172,0.0013032622782080637,0.29473684210526313,0.0014930479952720147,0.04329004329004329,0.5544554455445544
"Kusilvak Census Area, Alaska",0.2698998920019921,0.49193548387096775,0.5819935691318329,0.000836078036522415,0.04631578947368426,0.0016811370493638993,0.017316017316017316,0.5775577557755777
"Lake and Peninsula Borough, Alaska",0.35812810913954124,0.23548387096774193,0.3054662379421222,9.788428797760602e-05,0.2526315789473684,0.00013365501259759245,0.00974025974025974,0.5577557755775577
"Matanuska-Susitna Borough, Alaska",0.5071149982932958,0.11935483870967742,0.19292604501607716,0.011233745141197578,0.32,0.013957957479237301,0.028138528138528136,0.6171617161716173
"Nome Census Area, Alaska",0.42887519794971657,0.30000000000000004,0.5080385852090032,0.0010034154914882808,0.16842105263157892,0.0016373954088774146,0.01515151515151515,0.6171617161716173
"North Slope Borough, Alaska",0.48298611694001914,0.18387096774193548,0.21221864951768488,0.001101502858901525,0.29052631578947374,0.0013190534697813307,0.02489177489177489,0.3300330033003301
"Northwest Arctic Borough, Alaska",0.45492342213791287,0.25806451612903225,0.5241157556270096,0.0007684525844548987,0.14526315789473687,0.0013904981492425892,0.016233766233766232,0.6006600660066008
"Petersburg Borough, Alaska",0.4310183708528485,0.06935483870967742,0.13504823151125403,0.00034025959441178193,0.511578947368421,0.00031688388441320105,0.06168831168831169,0.6930693069306931
"Prince of Wales-Hyder Census Area, Alaska",0.3305914149977337,0.19516129032258064,0.26045016077170413,0.000577456375237184,0.4694736842105263,0.0005953723288438209,0.02056277056277056,0.5181518151815183
"Sitka City and Borough, Alaska",0.5663292428388368,0.11290322580645161,0.22829581993569129,0.0008478566437894298,0.3831578947368421,0.0008004720209026719,0.04653679653679653,0.6270627062706271
"Skagway Municipality, Alaska",0.4397925095267673,0.07419354838709677,0.3054662379421222,0.00012844774304115314,0.44421052631578944,8.602522629008678e-05,0.01515151515151515,1.0
"Southeast Fairbanks Census Area, Alaska",0.4153334788228777,0.1774193548387097,0.22186495176848875,0.0006999132749270107,0.34736842105263155,0.0008510179165759433,0.016233766233766232,0.4521452145214523
"Wrangell City and Borough, Alaska",0.36117779381893267,0.13548387096774195,0.11254019292604502,0.00020947643786078964,0.48210526315789465,0.00021044589256275469,0.018398268398268396,0.6468646864686469
"Yakutat City and Borough, Alaska",0.4511574812402424,0.035483870967741936,0.045016077170418,4.701288935024024e-05,0.6694736842105263,3.207720302342219e-05,0.03896103896103896,0.17161716171617172
"Yukon-Koyukuk Census Area, Alaska",0.2945715612706833,0.24838709677419354,0.2090032154340836,0.0005308496447582202,0.33473684210526305,0.0006789674639957697,0.008658008658008658,0.5841584158415843
"Apache County, Arizona",0.2257214322886065,0.40483870967741936,0.3215434083601286,0.0066647624584918325,0.3115789473684211,0.008395478864039317,0.05303030303030303,0.7062706270627063
"Cochise County, Arizona",0.32998147806185546,0.17903225806451611,0.23472668810289388,0.012734603710281596,0.45263157894736833,0.01274048181903014,0.32575757575757575,0.6600660066006602
"Coconino County, Arizona",0.3902924899416363,0.17096774193548386,0.21221864951768488,0.014682643196640904,0.23157894736842102,0.01395212526050577,0.11580086580086578,0.712871287128713
"Gila County, Arizona",0.33064737251478676,0.17580645161290323,0.2379421221864952,0.005439178064415375,0.6315789473684209,0.004954955830663473,0.15909090909090906,0.6930693069306931
"Graham County, Arizona",0.3767395793113868,0.23709677419354838,0.202572347266881,0.003941467226583748,0.27368421052631575,0.005011819963295904,0.29545454545454547,0.5841584158415843
"Greenlee County, Arizona",0.4210187625554679,0.1338709677419355,0.11254019292604502,0.0009553872049598497,0.30947368421052635,0.001246636753864817,0.4675324675324675,0.6171617161716173
"La Paz County, Arizona",0.27702328392284575,0.24516129032258063,0.34726688102893893,0.0016817008065198246,0.8063157894736842,0.0012660774829699212,0.2532467532467532,0.6369636963696369
"Maricopa County, Arizona",0.47853749433430137,0.12580645161290321,0.14790996784565916,0.45611072621916965,0.3389473684210526,0.49849917571308594,0.28354978354978355,0.7029702970297029
"Mohave County, Arizona",0.31223734940433223,0.18387096774193548,0.22186495176848875,0.022072399240361064,0.6694736842105263,0.017274059846340478,0.14069264069264067,0.6732673267326733
"Navajo County, Arizona",0.29518709395826687,0.3129032258064516,0.2829581993569132,0.010935929148834176,0.3789473684210526,0.013407784845562848,0.08982683982683982,0.6864686468646864
"Pima County, Arizona",0.38011381758968593,0.15806451612903227,0.1832797427652733,0.10660695589713742,0.38526315789473686,0.10137562599147719,0.3474025974025974,0.712871287128713
"Pinal County, Arizona",0.4341631833112301,0.12580645161290321,0.1864951768488746,0.04560920429110909,0.3978947368421052,0.04743197688886124,0.27705627705627706,0.6270627062706271
"Santa Cruz County, Arizona",0.30001063192824007,0.2661290322580645,0.337620578778135,0.004890762048474452,0.34736842105263155,0.006117997449376342,0.8701298701298701,0.7491749174917494
"Yavapai County, Arizona",0.3699127622309143,0.12580645161290321,0.13504823151125403,0.02453331584142461,0.7073684210526315,0.01833406560079629,0.13528138528138528,0.7161716171617163
"Yuma County, Arizona",0.33807853077943223,0.22258064516129034,0.26045016077170413,0.021083910087392188,0.303157894736842,0.025083886746088524,0.6666666666666666,0.6402640264026402
"Arkansas County, Arkansas",0.3403951719854287,0.1403225806451613,0.21864951768488744,0.0016987594791134323,0.4126315789473684,0.0018906109054713988,0.027056277056277056,0.7293729372937295
"Ashley County, Arkansas",0.24890463160368648,0.27419354838709675,0.19614147909967844,0.0018966603891428454,0.44842105263157894,0.002062175339823945,0.04978354978354978,0.7821782178217823
"Baxter County, Arkansas",0.27098546783282135,0.14516129032258066,0.180064308681672,0.004275532898208565,0.6421052631578946,0.003635416342654515,0.017316017316017316,0.735973597359736
"Benton County, Arkansas",0.5029405675211379,0.09193548387096774,0.09967845659163987,0.029903243818287364,0.303157894736842,0.036835321471896484,0.12878787878787878,0.6864686468646864
"Boone County, Arkansas",0.30326176366902247,0.13870967741935483,0.12540192926045016,0.003843582938606142,0.4189473684210525,0.0041923932315157545,0.01948051948051948,0.7227722772277227
"Bradley County, Arkansas",0.22139591622040547,0.29838709677419356,0.1414790996784566,0.0010469760304326718,0.36,0.001246636753864817,0.1688311688311688,0.768976897689769
"Calhoun County, Arkansas",0.3561919790495056,0.15967741935483873,0.2315112540192926,0.0004745966410864425,0.4926315789473683,0.0004194337304426265,0.12229437229437229,0.6567656765676568
"Carroll County, Arkansas",0.30881274936068537,0.18548387096774194,0.12540192926045016,0.002892155782641237,0.4905263157894737,0.00305705465177766,0.12229437229437229,0.6732673267326733
"Chicot County, Arkansas",0.2220562149216315,0.25967741935483873,0.2733118971061093,0.0010107263511712555,0.45263157894736833,0.0010789604653332918,0.050865800865800864,0.66996699669967
"Clark County, Arkansas",0.2852994006949924,0.19193548387096776,0.1414790996784566,0.0021663498796703575,0.22105263157894733,0.0020480808112227442,0.0422077922077922,0.768976897689769
"Clay County, Arkansas",0.2713939577073086,0.22096774193548385,0.202572347266881,0.0014577041890109046,0.4463157894736842,0.0015120027061494914,0.005411255411255411,0.735973597359736
"Cleburne County, Arkansas",0.3132445847112872,0.17096774193548386,0.2090032154340836,0.00253900064406643,0.591578947368421,0.0023022683442719834,0.02380952380952381,0.6930693069306931
"Cleveland County, Arkansas",0.282635822883267,0.17580645161290323,0.07395498392282958,0.0007562678183166075,0.4694736842105263,0.0007645066720582289,0.0021645021645021645,0.7722772277227723
"Columbia County, Arkansas",0.26503158801837645,0.3080645161290323,0.09967845659163987,0.002283019015444496,0.27578947368421053,0.0023533002581728824,0.03463203463203463,0.7557755775577558
"Conway County, Arkansas",0.2865696363320967,0.24516129032258063,0.21543408360128616,0.0021149707824538963,0.4463157894736842,0.0022949780708575694,0.0487012987012987,0.7029702970297029
"Craighead County, Arkansas",0.3223992345011667,0.2129032258064516,0.19292604501607716,0.01137793154050069,0.27578947368421053,0.01378736508134001,0.05627705627705627,0.7326732673267329
"Crawford County, Arkansas",0.33777076443564047,0.17258064516129032,0.16720257234726688,0.0061684363177921045,0.3726315789473684,0.007132803508662789,0.03571428571428571,0.7161716171617163
"Crittenden County, Arkansas",0.3036870407986257,0.26129032258064516,0.3022508038585209,0.004829838217782996,0.30736842105263157,0.006314834831565523,0.021645021645021644,0.7821782178217823
"Cross County, Arkansas",0.26306747916981427,0.2870967741935484,0.2733118971061093,0.0016894178250740758,0.40421052631578946,0.0019727479859404646,0.022727272727272728,0.745874587458746
"Dallas County, Arkansas",0.2500965267169165,0.1532258064516129,0.2733118971061093,0.000640512540002841,0.48631578947368415,0.0006284215683224983,0.014069264069264068,0.6864686468646864
"Desha County, Arkansas",0.2018051895001315,0.3629032258064516,0.13826366559485528,0.001116733816574389,0.4168421052631579,0.001355990855081029,0.07034632034632034,0.7722772277227723
"Drew County, Arkansas",0.2298231182885953,0.2532258064516129,0.16398713826366557,0.0017363291747064969,0.34315789473684216,0.0018488133378954245,0.03571428571428571,0.735973597359736
"Faulkner County, Arkansas",0.36412115921592325,0.15967741935483873,0.10610932475884244,0.012789739777057364,0.2652631578947368,0.013957471461009674,0.03679653679653679,0.7326732673267329
"Franklin County, Arkansas",0.2905258327877475,0.1870967741935484,0.1414790996784566,0.001744147732978567,0.44210526315789467,0.001891582941926654,0.02922077922077922,0.7029702970297029
"Fulton County, Arkansas",0.21790416715629493,0.17096774193548386,0.12218649517684886,0.001238378398521663,0.5726315789473684,0.001213101496158512,0.008658008658008658,0.7227722772277227
"Garland County, Arkansas",0.31005500623926313,0.18870967741935482,0.18971061093247588,0.010155901036547902,0.503157894736842,0.00972230862546269,0.05627705627705627,0.7491749174917494
"Grant County, Arkansas",0.40575914765510024,0.11290322580645161,0.12861736334405144,0.0018346196215553792,0.3957894736842106,0.0018799185044635913,0.016233766233766232,0.6831683168316833
"Greene County, Arkansas",0.31779952659940575,0.19516129032258064,0.24115755627009644,0.004684941040455149,0.34526315789473677,0.005422991383868861,0.028138528138528136,0.7062706270627063
"Hempstead County, Arkansas",0.2666599517646203,0.19193548387096776,0.12540192926045016,0.0020038863311598078,0.4147368421052632,0.002454878067747053,0.14718614718614717,0.7656765676567658
"Hot Spring County, Arkansas",0.2945827527740939,0.21129032258064515,0.1157556270096463,0.003360863120094172,0.4547368421052631,0.0031586324613518306,0.031385281385281384,0.6171617161716173
"Howard County, Arkansas",0.24896618487244485,0.2967741935483871,0.24115755627009644,0.001285289748154084,0.3789473684210526,0.0015989999688948333,0.11688311688311688,0.7623762376237625
"Independence County, Arkansas",0.3134124572624464,0.24193548387096775,0.14790996784565916,0.003866327835397619,0.37052631578947365,0.004479143985816044,0.050865800865800864,0.6930693069306931
"Izard County, Arkansas",0.26707403739081287,0.25483870967741934,0.22508038585209003,0.0014035835194133278,0.5494736842105262,0.001195604839963918,0.012987012987012986,0.6039603960396039
"Jackson County, Arkansas",0.23062890653415927,0.2967741935483871,0.3118971061093247,0.0016989625585490705,0.39999999999999997,0.0015965698777566954,0.027056277056277056,0.6864686468646864
"Jefferson County, Arkansas",0.2716849367959845,0.27580645161290324,0.24115755627009644,0.006674916430273742,0.38105263157894737,0.006912151233319855,0.02380952380952381,0.6996699669966998
"Johnson County, Arkansas",0.2507344424113213,0.22741935483870968,0.15755627009646303,0.0026287617546185086,0.3789473684210526,0.003085729727207689,0.12987012987012986,0.7095709570957096
"Lafayette County, Arkansas",0.20836900625045465,0.30000000000000004,0.2829581993569132,0.000626296979508168,0.5705263157894737,0.000557948925316495,0.007575757575757575,0.6435643564356436
"Lawrence County, Arkansas",0.2471307783131047,0.2161290322580645,0.202572347266881,0.001647177302461333,0.3873684210526315,0.001782228840710442,0.012987012987012986,0.712871287128713
"Lee County, Arkansas",0.20625940785755453,0.37258064516129036,0.5691318327974276,0.0008598383304920828,0.431578947368421,0.0007970698933092786,0.02922077922077922,0.4950495049504951
"Lincoln County, Arkansas",0.2891157033580106,0.24516129032258063,0.07395498392282958,0.001312197773376144,0.3936842105263158,0.0010050856947338954,0.045454545454545456,0.2574257425742574
"Little River County, Arkansas",0.29232766483685585,0.19193548387096776,0.28938906752411575,0.0012099472775323169,0.4378947368421053,0.0012932945037170674,0.03679653679653679,0.7986798679867988
"Logan County, Arkansas",0.30349678524064533,0.13064516129032258,0.18971061093247588,0.0021523373986113226,0.47157894736842093,0.0022079808081122273,0.0303030303030303,0.7161716171617163
"Lonoke County, Arkansas",0.3998108635923607,0.13064516129032258,0.14469453376205788,0.007585423079957553,0.33473684210526305,0.009078820492083734,0.03896103896103896,0.712871287128713
"Madison County, Arkansas",0.30154386789549376,0.1870967741935484,0.13826366559485528,0.0017250582660285774,0.4168421052631579,0.0019353245824131388,0.04329004329004329,0.6930693069306931
"Marion County, Arkansas",0.2627373298192013,0.17419354838709677,0.2090032154340836,0.0017295260136126177,0.6421052631578946,0.0015416498180347755,0.011904761904761906,0.7062706270627063
"Miller County, Arkansas",0.2796924574862764,0.25483870967741934,0.2315112540192926,0.004320007294613328,0.37052631578947365,0.0048908014246166285,0.031385281385281384,0.6963696369636965
"Mississippi County, Arkansas",0.2989698221110533,0.2693548387096774,0.27009646302250806,0.004031736035724922,0.32631578947368417,0.005051187439733739,0.04653679653679653,0.7194719471947194
"Monroe County, Arkansas",0.24596126620669587,0.29193548387096774,0.3022508038585209,0.0006740206468831419,0.5073684210526316,0.0007504121434570283,0.007575757575757575,0.7524752475247525
"Montgomery County, Arkansas",0.27427576983554086,0.2709677419354839,0.22508038585209003,0.0008659307135612284,0.6189473684210525,0.0007572163986438147,0.032467532467532464,0.6501650165016504
